GC1 Comdty,ES1 Index,GBPUSD Curncy,VG1 Index,MA50,MA250,Position,Returns,StrategyReturn,,-0.0032430611127489684,0.012338375728893736,0.005175724183988706,-0.011004069429449426,0.0008397363227945487,0.0,0.0,0.0,0.0,0.0,0.0,-0.015605990686747506,0.001406349882804081,0.0013192612137202797,0.018147817586807724,-0.0022541325763900666,0.009706300727972517,0.008411369851661465,0.005958006327813514,0.005146638346540389,-0.0030477893368010545,-0.014103452492561064,0.008310249307479145,-0.0048384451369526404,0.005232797692624747,-0.005246546706562327,-0.007416869257076963,0.006766573954917199,0.003875968992248069,0.0032038117144499445,-0.00925319358008514,0.0064881395156624055,0.0005748306302606476,-0.0032007878862488903,0.010291877650158598,-0.000529725765046285,0.0024054142204827933,0.0026436734859884847,-0.004299853967223766,-0.017518129226757884,-0.004685685851716692,-0.0051243594550680616,0.00012562814070360417,-0.01582715739228735,0.014805360561582548,-0.017188613591581747,-0.012157147122808465,0.01066586060972452,-0.017944883571886394,0.005177289536654417,-0.02687846260387816,-0.007783658764399792,0.004975793437331788,-0.0137829519603907,0.020352781546811416,0.007136524822695112,-0.010959024690814667,0.010768956924172235,-0.002817645504974875,-0.007894039735099279,0.0351917120581009,0.0018914968618346517,-0.01149918475928946,-0.0035159302022744754,-0.02025525983360199,0.005379690556642336,0.0037588997479325315,0.006652568508238588,-0.04892993128802137,-0.05936220146334725,-0.002543906853872069,-0.015106184707440296,0.09377023056620692,-0.03441995993443814,0.016833270463975758,0.009181544168792133,-0.0022974773698478668,-0.022567125685073464,0.001319323375583048,-0.024092983859583028,0.02507353295723025,0.016369537607601403,0.02027120840468366,0.0069857110455886495,0.0005856119645029079,0.005537547271744936,0.0005820461159615764,0.00648827635582605,0.015249188636464739,-0.006524785426519575,-0.00811037157843697,0.004666044527396274,0.005750176928520867,-0.001143460286744613,0.03293413173652704,0.00673486786018751,0.0006774494029977429,0.004188880426504227,0.007120886529305093,0.0011714500878587941,-0.003802758044295862,-0.01652753890683334,-0.0007677543186180857,-0.006787040594186222,0.020156438026474044,-0.005308168681804726,0.003388251238829465,-0.0011396732936558296,0.0052822853279241855,0.005758964227163821,-8.359107247346564e-05,-0.00585186423674966,0.010216952573158355,0.0005826778207849159,0.005781789443034757,-0.002646815550041315,0.003400232210980292,-0.011612529961153806,0.009449345653719021,-0.008408234270803172,-0.0005847953216374657,0.004799799381426162,0.011112756459424888,0.011395425374362445,0.00012202562538132788,0.007808687164470474,0.004640839386602202,0.004820245029122372,-0.00079952028782726,0.0017603520704141395,Capital
2904.5,5970.0,1.2666,5453.0,6030.2702,5652.95924,1.0,-0.0051243594550680616,-0.0051243594550680616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10057.701217200856
2916.8,5970.75,1.2676,5537.0,6032.2402,5656.17024,1.0,0.00012562814070360417,0.00012562814070360417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10058.964747504526
2895.9,5876.25,1.2601,5471.0,6032.3902,5659.06024,1.0,-0.01582715739228735,-0.01582715739228735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9899.759929242302
2848.5,5963.25,1.2577,5456.0,6034.85,5662.50656,1.0,0.014805360561582548,0.014805360561582548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10046.329444467841
2901.1,5860.75,1.2701,5549.0,6031.345,5665.09056,1.0,-0.017188613591581747,-0.017188613591581747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9873.646969633153
2920.6,5789.5,1.2795,5386.0,6025.175,5667.281559999999,1.0,-0.012157147122808465,-0.012157147122808465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9753.61159078465
2926.0,5851.25,1.2895,5504.0,6020.24,5669.539559999999,1.0,0.01066586060972452,0.01066586060972452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9857.642252453354
2926.6,5746.25,1.2882,5534.0,6013.26,5671.31456,1.0,-0.017944883571886394,-0.017944883571886394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9680.74800993977
2914.1,5776.0,1.292,5466.0,6008.24,5673.245559999999,1.0,0.005177289536654417,0.005177289536654417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9730.868045318619
2899.4,5620.75,1.2879,5384.0,6001.48,5674.615559999999,1.0,-0.02687846260387816,-0.02687846260387816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9469.31727245925
2920.9,5577.0,1.2951,5304.0,5994.305,5675.86256,1.0,-0.007783658764399792,-0.007783658764399792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9395.61133807859
2946.8,5604.75,1.2963,5356.0,5987.685,5677.048559999999,1.0,0.004975793437331788,0.004975793437331788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9442.361959314321
2991.3,5527.5,1.2952,5325.0,5979.905,5677.9245599999995,1.0,-0.0137829519603907,-0.0137829519603907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9312.218338036471
