Date,GC1 Comdty,ES1 Index,GBPUSD Curncy,VG1 Index
30/08/2017,1310.4,2455.75,1.2925,3404
31/08/2017,1318.5,2470,1.293,3424
01/09/2017,1326.6,2474.25,1.2951,3444
04/09/2017,1326.6,2474.25,1.2931,3431
05/09/2017,1340.6,2459.75,1.3033,3421
06/09/2017,1335.2,2465.5,1.3043,3435
07/09/2017,1346.5,2466.5,1.3101,3449
08/09/2017,1347.3,2462.5,1.32,3447
11/09/2017,1331.8,2487.5,1.3163,3492
12/09/2017,1328.8,2496,1.3283,3512
13/09/2017,1324.2,2496.5,1.3211,3527
14/09/2017,1325.4,2496.5,1.3399,3530
15/09/2017,1321.3,2496,1.3594,3524.91
18/09/2017,1306.9,2502.75,1.3495,3515
19/09/2017,1306.7,2504.75,1.3503,3516
20/09/2017,1312.5,2505.25,1.3495,3510
21/09/2017,1290.6,2501,1.358,3530
22/09/2017,1293.3,2499.5,1.3504,3528
25/09/2017,1307.1,2497,1.3466,3527
26/09/2017,1297.7,2495.5,1.3458,3520
27/09/2017,1284.1,2504.5,1.3387,3546
28/09/2017,1285.5,2507.75,1.3442,3550
29/09/2017,1281.5,2516,1.3398,3576
02/10/2017,1272.7,2526.25,1.3276,3588
03/10/2017,1271.5,2532.75,1.3237,3596
04/10/2017,1273.7,2536.25,1.3248,3583
05/10/2017,1269.9,2550,1.3119,3602
06/10/2017,1271.6,2545,1.3066,3592
09/10/2017,1281.8,2543.75,1.3142,3600
10/10/2017,1290.6,2548.5,1.3203,3588
11/10/2017,1285.8,2553,1.3223,3599
12/10/2017,1293.3,2549.5,1.3262,3598
13/10/2017,1301.5,2552.75,1.3285,3600
16/10/2017,1299.9,2556.25,1.3251,3598
17/10/2017,1283,2557,1.319,3606
18/10/2017,1279.9,2560,1.3205,3610
19/10/2017,1286.9,2560.5,1.3159,3593
20/10/2017,1277.4,2574,1.319,3598
23/10/2017,1277.7,2563.5,1.3198,3603
24/10/2017,1275,2567.25,1.3134,3606
25/10/2017,1275.4,2558.5,1.3262,3580
26/10/2017,1266.3,2561.5,1.3161,3633
27/10/2017,1268.5,2578.5,1.3128,3648
30/10/2017,1277.7,2568.25,1.3208,3653
31/10/2017,1270.5,2572.75,1.3283,3678
01/11/2017,1277.3,2574.75,1.3245,3695
02/11/2017,1278.1,2576.75,1.3059,3685
03/11/2017,1269.2,2582.75,1.3077,3684
06/11/2017,1281.6,2588.75,1.3171,3679
07/11/2017,1275.8,2586.75,1.3166,3656
08/11/2017,1283.7,2591,1.3116,3648
09/11/2017,1287.5,2584,1.3145,3613
10/11/2017,1274.2,2579.5,1.3196,3587
13/11/2017,1278.9,2582,1.3116,3573
14/11/2017,1282.9,2578,1.3165,3552
15/11/2017,1277.7,2565,1.3171,3546
16/11/2017,1278.2,2585,1.3195,3560
17/11/2017,1296.5,2576.25,1.3215,3544
20/11/2017,1275.3,2582,1.3235,3559
21/11/2017,1281.7,2596.25,1.3239,3576
22/11/2017,1292.2,2594.5,1.3325,3560
23/11/2017,1292.2,2594.5,1.3309,3566
24/11/2017,1287.3,2601,1.3337,3579
27/11/2017,1294.4,2601.75,1.3318,3562
28/11/2017,1294.9,2626,1.3339,3582
29/11/2017,1282.1,2625,1.3409,3587
30/11/2017,1273.2,2648,1.3525,3573
01/12/2017,1278.8,2644,1.3477,3523
04/12/2017,1274.3,2638.25,1.348,3570
05/12/2017,1261.6,2628.25,1.3443,3573
06/12/2017,1262.8,2629.25,1.3393,3559
07/12/2017,1249.8,2639.5,1.3474,3572
08/12/2017,1245.2,2651,1.339,3594
11/12/2017,1243.7,2661.5,1.3341,3581
12/12/2017,1238.5,2665,1.3318,3596
13/12/2017,1245.4,2666.5,1.342,3584
14/12/2017,1253.8,2653.25,1.3431,3562
15/12/2017,1254.3,2666.75,1.332,3548.98
18/12/2017,1262.2,2694.5,1.3383,3598
19/12/2017,1260.7,2684,1.3385,3572
20/12/2017,1266.1,2681.5,1.3376,3539
21/12/2017,1267.3,2687.75,1.3386,3559
22/12/2017,1275.4,2686,1.3363,3541
25/12/2017,1275.4,2686,1.3371,3541
26/12/2017,1284.1,2687,1.3374,3541
27/12/2017,1287,2685.5,1.34,3541
28/12/2017,1297.2,2685.75,1.3443,3508
29/12/2017,1309.3,2676,1.3513,3493
01/01/2018,1309.3,2676,1.3503,3493
02/01/2018,1316.1,2693,1.359,3473
03/01/2018,1318.5,2711,1.3516,3501
04/01/2018,1321.6,2723.75,1.3551,3556
05/01/2018,1322.3,2742.5,1.3571,3594
08/01/2018,1320.4,2746.75,1.3568,3606
09/01/2018,1313.7,2752.25,1.354,3612
10/01/2018,1319.3,2750.5,1.3507,3595
11/01/2018,1322.5,2769.5,1.3538,3586
12/01/2018,1334.9,2788.75,1.3728,3598
15/01/2018,1334.9,2788.75,1.3792,3608
16/01/2018,1337.1,2782.5,1.3792,3607
17/01/2018,1339.2,2803.75,1.3831,3599
18/01/2018,1327.2,2796.25,1.3894,3605
19/01/2018,1333.1,2811,1.3858,3639
22/01/2018,1331.9,2835.25,1.3987,3654
23/01/2018,1336.7,2839.5,1.4,3659
24/01/2018,1356.3,2841,1.4242,3641
25/01/2018,1362.9,2841.25,1.4142,3617
26/01/2018,1352.1,2874.5,1.416,3638
29/01/2018,1340.3,2853.5,1.4074,3634
30/01/2018,1335.4,2824.5,1.4147,3603
31/01/2018,1339,2825.75,1.4191,3600
01/02/2018,1344.3,2822.5,1.4264,3567
02/02/2018,1333.7,2756.75,1.4118,3521
05/02/2018,1333,2607.75,1.3959,3477
06/02/2018,1326.1,2694.25,1.3949,3391
07/02/2018,1311.6,2668.25,1.3881,3452
08/02/2018,1316.9,2593.5,1.3913,3358
09/02/2018,1313.1,2619,1.3827,3307
12/02/2018,1324.2,2655.25,1.3838,3372
13/02/2018,1328.1,2661.75,1.3894,3341
14/02/2018,1355.5,2697,1.3999,3376
15/02/2018,1352.1,2734,1.4099,3385
16/02/2018,1353.2,2735,1.4026,3426
19/02/2018,1353.2,2735,1.4,3404
20/02/2018,1328.8,2714,1.3996,3435
21/02/2018,1330,2698.75,1.3918,3427
22/02/2018,1330.6,2711.5,1.3956,3438
23/02/2018,1328.2,2748.75,1.3971,3438
26/02/2018,1330.7,2784.5,1.3968,3466
27/02/2018,1318.6,2747.5,1.3909,3452
28/02/2018,1317.9,2714.5,1.376,3438
01/03/2018,1305.2,2678.25,1.3776,3391
02/03/2018,1323.4,2690.25,1.3802,3324
05/03/2018,1319.9,2718.5,1.3849,3359
06/03/2018,1335.2,2724,1.3888,3357
07/03/2018,1327.6,2723.25,1.3896,3377
08/03/2018,1321.7,2739.25,1.3811,3415
09/03/2018,1324,2784,1.385,3416
12/03/2018,1320.8,2784,1.3906,3430
13/03/2018,1327.1,2768.5,1.3962,3390
14/03/2018,1325.6,2749.75,1.3962,3392
15/03/2018,1317.8,2751.5,1.3937,3419
16/03/2018,1312.3,2752.75,1.3942,3430.22
19/03/2018,1317.8,2722.75,1.4024,3303
20/03/2018,1311.9,2723.5,1.3998,3326
21/03/2018,1321.5,2718.25,1.4141,3311
22/03/2018,1327.4,2643.25,1.4096,3253
23/03/2018,1349.9,2597.75,1.4132,3214
26/03/2018,1355,2659.5,1.4229,3184
27/03/2018,1342,2615.75,1.4157,3229
28/03/2018,1324.2,2607.5,1.4077,3235
29/03/2018,1322.8,2643,1.4018,3281
30/03/2018,1322.8,2643,1.4015,3281
02/04/2018,1342.1,2575,1.4044,3281
03/04/2018,1332.8,2613.25,1.4057,3264
04/04/2018,1335.8,2647,1.4079,3253
05/04/2018,1324.3,2661.75,1.4003,3348
06/04/2018,1331.9,2605.75,1.4092,3322
09/04/2018,1336.3,2619,1.4131,3333
10/04/2018,1342,2655,1.4176,3360
11/04/2018,1356.5,2641,1.4177,3340
12/04/2018,1338.4,2664,1.4228,3365
13/04/2018,1344.8,2657.25,1.4238,3369
16/04/2018,1347.5,2681.75,1.4339,3364
17/04/2018,1347.2,2706.5,1.4288,3407
18/04/2018,1351.2,2709.75,1.4203,3418
19/04/2018,1346.8,2693,1.4087,3412
20/04/2018,1336.7,2671.5,1.4,3419
23/04/2018,1322.5,2671.25,1.394,3440
24/04/2018,1331.4,2635.25,1.3978,3435
25/04/2018,1321.2,2644.5,1.3932,3417
26/04/2018,1316.3,2674.5,1.3919,3442
27/04/2018,1323.4,2671.5,1.3781,3455
30/04/2018,1319.2,2647,1.3763,3474
01/05/2018,1306.8,2652.25,1.3614,3474
02/05/2018,1305.6,2627.5,1.3576,3497
03/05/2018,1312.7,2631.75,1.3575,3472
04/05/2018,1314.7,2663,1.3531,3497
07/05/2018,1314.1,2670,1.3557,3522
08/05/2018,1313.7,2670.25,1.3547,3511
09/05/2018,1313,2696,1.3547,3524
10/05/2018,1322.3,2718.75,1.3519,3528
11/05/2018,1320.7,2729.5,1.3542,3530
14/05/2018,1318.2,2731,1.3556,3530
15/05/2018,1290.3,2709,1.3502,3529
16/05/2018,1291.5,2723,1.3486,3528
17/05/2018,1289.4,2718.75,1.3516,3552
18/05/2018,1291.3,2713,1.3469,3544
21/05/2018,1290.9,2733,1.3427,3555
22/05/2018,1292,2726,1.3432,3574
23/05/2018,1289.6,2730.75,1.3347,3520
24/05/2018,1304.4,2727.5,1.338,3501
25/05/2018,1303.7,2718.25,1.3309,3493
28/05/2018,1303.7,2718.25,1.3311,3468
29/05/2018,1299,2692.25,1.3249,3412
30/05/2018,1301.5,2724.5,1.3286,3422
31/05/2018,1300.1,2705.5,1.3298,3407
01/06/2018,1294.8,2733.75,1.3346,3443
04/06/2018,1293.1,2745.5,1.3313,3465
05/06/2018,1297.5,2751.5,1.3393,3455
06/06/2018,1297.1,2772.25,1.3413,3455
07/06/2018,1298.7,2772.25,1.3423,3458
08/06/2018,1298.1,2778.75,1.3405,3440
11/06/2018,1298.9,2783,1.3379,3483
12/06/2018,1295.1,2784,1.3372,3473
13/06/2018,1296.9,2774.25,1.3376,3482
14/06/2018,1304,2783.25,1.3262,3532
15/06/2018,1274.6,2776.5,1.3278,3533.07
18/06/2018,1276.2,2779.75,1.3245,3458
19/06/2018,1275.6,2766.25,1.3174,3427
20/06/2018,1271.2,2772,1.3172,3437
21/06/2018,1267.2,2752.5,1.324,3393
22/06/2018,1267.4,2759.5,1.3261,3427
25/06/2018,1265.6,2722.25,1.3281,3364
26/06/2018,1256.6,2728.5,1.3225,3364
27/06/2018,1252.8,2705,1.3113,3385
28/06/2018,1251,2719.5,1.3078,3351
29/06/2018,1254.5,2721.5,1.3207,3391
02/07/2018,1241.7,2727.25,1.3143,3363
03/07/2018,1253.5,2713.25,1.3193,3397
04/07/2018,1253.5,2713.25,1.323,3402
05/07/2018,1258.8,2738.5,1.3222,3432
06/07/2018,1255.8,2763,1.3283,3438
09/07/2018,1259.6,2787.5,1.326,3457
10/07/2018,1255.4,2796.75,1.3276,3466
11/07/2018,1244.4,2774,1.3205,3419
12/07/2018,1246.6,2798.5,1.3206,3438
13/07/2018,1241.2,2803.25,1.3222,3448
16/07/2018,1239.7,2796.5,1.3235,3445
17/07/2018,1227.3,2811.25,1.3115,3452
18/07/2018,1227.9,2816,1.3069,3478
19/07/2018,1224,2805.25,1.3014,3463
20/07/2018,1231.1,2800.75,1.3136,3457
23/07/2018,1225.6,2812,1.3101,3448
24/07/2018,1225.5,2821,1.3145,3481
25/07/2018,1231.8,2841.25,1.3189,3458
26/07/2018,1225.7,2842.5,1.3109,3503
27/07/2018,1223,2817.5,1.3105,3524
30/07/2018,1221.3,2803.25,1.3133,3510
31/07/2018,1223.7,2817,1.3124,3525
01/08/2018,1217.9,2810.75,1.3127,3504
02/08/2018,1210.6,2828.5,1.3017,3465
03/08/2018,1214.2,2839.5,1.3001,3481
06/08/2018,1208.6,2850,1.2944,3477
07/08/2018,1209.6,2859.75,1.2939,3506
08/08/2018,1212.6,2855.25,1.2882,3490
09/08/2018,1211.9,2853.75,1.2824,3490
10/08/2018,1211.1,2836.75,1.2758,3421
13/08/2018,1191.3,2825.5,1.2771,3411
14/08/2018,1193,2841,1.2723,3410
15/08/2018,1177.5,2821.25,1.2697,3343
16/08/2018,1176.2,2844.75,1.2716,3379
17/08/2018,1176.5,2852.25,1.2749,3369
20/08/2018,1186.8,2858.5,1.2798,3393
21/08/2018,1192.6,2861.75,1.2901,3412
22/08/2018,1196.3,2861.25,1.2911,3421
23/08/2018,1187,2858,1.2811,3418
24/08/2018,1206.3,2876.75,1.2846,3429
27/08/2018,1209,2898.5,1.2892,3457
28/08/2018,1207.4,2899.25,1.2873,3455
29/08/2018,1204.5,2914.75,1.3026,3456
30/08/2018,1200,2902,1.3009,3430
31/08/2018,1201.6,2902,1.296,3389
03/09/2018,1201.6,2902,1.287,3393
04/09/2018,1194,2898.25,1.2855,3358
05/09/2018,1196.1,2888.25,1.2905,3315
06/09/2018,1199,2879,1.293,3296
07/09/2018,1195.1,2874.75,1.292,3290
10/09/2018,1194.5,2880.25,1.3026,3311
11/09/2018,1196.8,2889.75,1.3033,3311
12/09/2018,1205.5,2888.5,1.3045,3328
13/09/2018,1202.8,2905.25,1.3108,3335
14/09/2018,1196.2,2906.25,1.3068,3347
17/09/2018,1201.2,2891,1.3157,3349
18/09/2018,1198.5,2906.5,1.3148,3356
19/09/2018,1203.9,2910,1.3144,3369
20/09/2018,1206.6,2934,1.3265,3406
21/09/2018,1196.6,2943,1.3072,3425.49
24/09/2018,1199.6,2925.5,1.312,3392
25/09/2018,1199.7,2921.25,1.3184,3405
26/09/2018,1194.4,2911.5,1.3167,3421
27/09/2018,1182.3,2920,1.3079,3436
28/09/2018,1191.5,2919,1.3031,3387
01/10/2018,1187.1,2930,1.3042,3401
02/10/2018,1202.4,2928.5,1.2979,3375
03/10/2018,1198.3,2931.5,1.294,3401
04/10/2018,1197.2,2907.75,1.3021,3364
05/10/2018,1201.2,2894,1.312,3331
08/10/2018,1184.4,2893.75,1.309,3296
09/10/2018,1187.2,2888.25,1.3143,3313
10/10/2018,1189.3,2781,1.3196,3261
11/10/2018,1223.5,2745.5,1.323,3202
12/10/2018,1218.1,2768.5,1.3153,3183
15/10/2018,1226.4,2749,1.3152,3202
16/10/2018,1227.3,2817.75,1.3181,3247
17/10/2018,1223.7,2816.25,1.3115,3233
18/10/2018,1226.5,2772.25,1.3018,3203
19/10/2018,1225.3,2767.5,1.3076,3202
22/10/2018,1221.2,2756.5,1.2963,3182
23/10/2018,1233.4,2746.25,1.2983,3137
24/10/2018,1227.8,2664.25,1.2881,3121
25/10/2018,1229.1,2688.25,1.2817,3156
26/10/2018,1232.5,2669.5,1.2828,3109
29/10/2018,1224.5,2643.5,1.2793,3147
30/10/2018,1225.3,2685.25,1.2706,3143
31/10/2018,1215,2711,1.2766,3194
01/11/2018,1238.6,2738,1.3012,3189
02/11/2018,1233.3,2724.25,1.297,3210
05/11/2018,1232.3,2739.5,1.3041,3209
06/11/2018,1226.3,2759,1.3099,3203
07/11/2018,1228.7,2816.5,1.3126,3235
08/11/2018,1225.1,2808.75,1.3062,3224
09/11/2018,1208.6,2779,1.2972,3220
12/11/2018,1203.5,2727.75,1.2849,3185
13/11/2018,1201.4,2727.5,1.2977,3219
14/11/2018,1210.1,2698.5,1.2992,3197
15/11/2018,1215,2734.5,1.2774,3182
16/11/2018,1223,2743,1.2834,3176
19/11/2018,1225.3,2696.25,1.2854,3151
20/11/2018,1221.2,2640,1.2788,3108
21/11/2018,1228,2649,1.2778,3148
22/11/2018,1228,2649,1.2877,3117
23/11/2018,1223.2,2629.5,1.2814,3129
26/11/2018,1222.4,2670,1.2827,3168
27/11/2018,1213.4,2683.5,1.2747,3161
28/11/2018,1223.6,2741.5,1.2825,3162
29/11/2018,1224.1,2744.25,1.2791,3172
30/11/2018,1220.2,2758.25,1.2749,3163
03/12/2018,1233.9,2790.75,1.2725,3211
04/12/2018,1241.1,2701.75,1.2719,3184
05/12/2018,1237.1,2701.75,1.2734,3145
06/12/2018,1238.1,2691,1.2781,3029
07/12/2018,1246.8,2636,1.2726,3061
10/12/2018,1243.7,2643,1.2561,3006
11/12/2018,1241.9,2641.25,1.2487,3061
12/12/2018,1244.4,2652.5,1.2629,3110
13/12/2018,1242.7,2645.5,1.2643,3105
14/12/2018,1237,2602,1.2583,3084
17/12/2018,1247.4,2552.5,1.2624,3062
18/12/2018,1249.2,2535.75,1.2639,3046
19/12/2018,1252.1,2503.25,1.261,3056
20/12/2018,1263.6,2485.75,1.2656,3001
21/12/2018,1253.8,2467.75,1.2645,2972.79
24/12/2018,1267.5,2341.75,1.2706,2981
25/12/2018,1267.5,2341.75,1.2675,2981
26/12/2018,1269.2,2471,1.2633,2981
27/12/2018,1277.3,2495,1.2644,2923
28/12/2018,1283,2486,1.2699,2974
31/12/2018,1281.3,2505.25,1.2754,2974
01/01/2019,1281.3,2505.25,1.274,2974
02/01/2019,1284.1,2511,1.2607,2978
03/01/2019,1294.8,2447.75,1.2628,2946
04/01/2019,1285.8,2531.25,1.2723,3027
07/01/2019,1289.9,2550.5,1.2777,3017
08/01/2019,1285.9,2572.5,1.2717,3049
09/01/2019,1292,2582.5,1.2789,3063
10/01/2019,1287.4,2594,1.2747,3058
11/01/2019,1289.5,2595,1.2844,3055
14/01/2019,1291.3,2580.5,1.2864,3041
15/01/2019,1288.4,2605.5,1.2861,3056
16/01/2019,1293.8,2613.25,1.2885,3063
17/01/2019,1292.3,2635.25,1.2986,3057
18/01/2019,1282.6,2671.5,1.2872,3126
21/01/2019,1282.6,2671.5,1.2892,3111
22/01/2019,1283.4,2632,1.2954,3099
23/01/2019,1284,2638.25,1.3069,3102
24/01/2019,1279.8,2634,1.3066,3118
25/01/2019,1298.1,2663.5,1.3196,3155
28/01/2019,1303.1,2642,1.3163,3127
29/01/2019,1308.9,2640.25,1.3066,3144
30/01/2019,1309.9,2682.5,1.3116,3148
31/01/2019,1319.7,2704.5,1.3109,3152
01/02/2019,1316.9,2704.25,1.3079,3168
04/02/2019,1314.3,2721.25,1.3037,3154
05/02/2019,1314.2,2731,1.2945,3208
06/02/2019,1309.5,2729.5,1.2932,3206
07/02/2019,1309.4,2704,1.2952,3152
08/02/2019,1313.7,2706.25,1.2944,3132
11/02/2019,1307,2708.25,1.2855,3164
12/02/2019,1309.2,2744.75,1.2892,3192
13/02/2019,1310.8,2749.5,1.2846,3203
14/02/2019,1309.8,2743.5,1.2803,3183
15/02/2019,1318.1,2777,1.2889,3240
18/02/2019,1318.1,2777,1.2924,3242
19/02/2019,1340.1,2778.75,1.3062,3236
20/02/2019,1343.3,2787,1.305,3259
21/02/2019,1323.5,2774.25,1.3043,3261
22/02/2019,1329.2,2791.25,1.3053,3270
25/02/2019,1325.9,2797,1.3097,3279
26/02/2019,1325.1,2791.5,1.3252,3291
27/02/2019,1321.2,2795,1.3309,3279
28/02/2019,1316.1,2784.75,1.3263,3298
01/03/2019,1299.2,2805,1.3202,3312
04/03/2019,1287.5,2791.5,1.318,3315
05/03/2019,1284.7,2791.5,1.3178,3326
06/03/2019,1287.6,2771.5,1.317,3325
07/03/2019,1286.1,2750,1.3085,3306
08/03/2019,1299.3,2747,1.3015,3288
11/03/2019,1291.1,2784,1.315,3304
12/03/2019,1298.1,2792,1.3075,3308
13/03/2019,1309.3,2814.5,1.3338,3324
14/03/2019,1295.1,2807.25,1.3242,3346
15/03/2019,1302.9,2813.25,1.329,3386.35
18/03/2019,1301.5,2840.5,1.3255,3303
19/03/2019,1306.5,2836.5,1.3268,3328
20/03/2019,1301.7,2827,1.3198,3295
21/03/2019,1307.3,2862.5,1.3107,3289
22/03/2019,1312.3,2810.75,1.3209,3221
25/03/2019,1322.6,2807,1.3195,3221
26/03/2019,1315,2823,1.3212,3239
27/03/2019,1310.4,2810.5,1.3189,3242
28/03/2019,1289.8,2821,1.3044,3241
29/03/2019,1293,2837.75,1.3035,3272
01/04/2019,1288.4,2870.5,1.3103,3311
02/04/2019,1290,2867,1.3128,3321
03/04/2019,1289.9,2879.75,1.3158,3358
04/04/2019,1289,2882.75,1.3077,3368
05/04/2019,1290.4,2896,1.3038,3374
08/04/2019,1297.1,2898.25,1.3061,3359
09/04/2019,1303.5,2882.5,1.3052,3350
10/04/2019,1309.1,2894.5,1.3091,3350
11/04/2019,1288.6,2891.75,1.3058,3365
12/04/2019,1290.6,2912.5,1.3074,3375
15/04/2019,1286.8,2909.5,1.31,3378
16/04/2019,1272.6,2911.5,1.3048,3394
17/04/2019,1272.2,2900.5,1.3043,3407
18/04/2019,1271.9,2910,1.2991,3425
19/04/2019,1271.9,2910,1.2993,3425
22/04/2019,1273.5,2912.5,1.2982,3425
23/04/2019,1269.3,2938,1.2938,3436
24/04/2019,1275.5,2930.75,1.2902,3431
25/04/2019,1275.8,2926.25,1.2899,3425
26/04/2019,1284.9,2941.5,1.2916,3435
29/04/2019,1281.5,2943,1.2937,3440
30/04/2019,1285.7,2948.5,1.3032,3452
01/05/2019,1284.2,2923,1.305,3452
02/05/2019,1272,2917.5,1.3032,3437
03/05/2019,1281.3,2947.5,1.3173,3448
06/05/2019,1283.8,2932.5,1.3097,3420
07/05/2019,1285.6,2890.75,1.3075,3353
08/05/2019,1281.4,2887.25,1.3006,3374
09/05/2019,1285.2,2872.75,1.3014,3310
10/05/2019,1287.4,2887,1.2998,3331
13/05/2019,1301.8,2807,1.2958,3286
14/05/2019,1296.3,2839.25,1.2905,3325
15/05/2019,1297.8,2855,1.2845,3350
16/05/2019,1286.2,2878.5,1.2798,3406
17/05/2019,1275.7,2862,1.2724,3400
20/05/2019,1277.3,2844,1.2726,3345
21/05/2019,1273.2,2866,1.2706,3366
22/05/2019,1274.2,2857.5,1.2665,3370
23/05/2019,1285.4,2819.5,1.2657,3315
24/05/2019,1283.6,2831.75,1.2714,3335
27/05/2019,1283.6,2831.75,1.2679,3352
28/05/2019,1277.1,2805,1.2653,3338
29/05/2019,1281,2780,1.2626,3288
30/05/2019,1287.1,2790.5,1.2608,3313
31/05/2019,1305.8,2752.5,1.2629,3275
03/06/2019,1322.7,2749.5,1.2664,3291
04/06/2019,1323.4,2805,1.2698,3334
05/06/2019,1328.3,2827.75,1.2687,3336
06/06/2019,1337.6,2845.75,1.2694,3331
07/06/2019,1341.2,2875,1.2737,3372
10/06/2019,1324.7,2889.25,1.2685,3385
11/06/2019,1326.4,2887,1.2725,3402
12/06/2019,1331.9,2881,1.2689,3386
13/06/2019,1339.2,2894.5,1.2674,3389
14/06/2019,1340.1,2890.5,1.2589,3376
17/06/2019,1338.7,2892,1.2534,3387
18/06/2019,1346.6,2921.75,1.2558,3457
19/06/2019,1344.6,2929,1.2639,3454
20/06/2019,1392.9,2955.75,1.2702,3471
21/06/2019,1396.2,2953.9,1.2737,3478.12
24/06/2019,1414.3,2952,1.2743,3441
25/06/2019,1414.9,2922,1.2689,3437
26/06/2019,1411.6,2918,1.269,3430
27/06/2019,1412,2931,1.2674,3433
28/06/2019,1413.7,2944.25,1.2696,3466
01/07/2019,1389.3,2967.75,1.2641,3486
02/07/2019,1408,2979.5,1.2593,3499
03/07/2019,1420.9,3000.25,1.2574,3529
04/07/2019,1420.9,3000.25,1.2579,3534
05/07/2019,1400.1,2990.5,1.2521,3517
08/07/2019,1400,2978.5,1.2515,3516
09/07/2019,1400.5,2982,1.2465,3501
10/07/2019,1412.5,2997.5,1.2502,3494
11/07/2019,1406.7,3004,1.2521,3490
12/07/2019,1412.2,3015.5,1.2572,3489
15/07/2019,1413.5,3017.25,1.2516,3500
16/07/2019,1411.2,3007,1.2407,3512
17/07/2019,1423.3,2985,1.2433,3494
18/07/2019,1428.1,2997.5,1.2549,3478
19/07/2019,1426.7,2977,1.2502,3471
22/07/2019,1426.9,2989,1.2476,3482
23/07/2019,1421.7,3008,1.244,3531
24/07/2019,1423.6,3021.5,1.2484,3528
25/07/2019,1414.7,3006.5,1.2458,3509
26/07/2019,1419.3,3024.5,1.2384,3521
29/07/2019,1420.4,3021.75,1.2219,3524
30/07/2019,1429.7,3012.25,1.2152,3459
31/07/2019,1426.1,2982.25,1.2159,3462
01/08/2019,1420.9,2952,1.2128,3481
02/08/2019,1445.6,2932.5,1.2162,3377
05/08/2019,1464.6,2830,1.2143,3310
06/08/2019,1472.4,2876,1.2171,3291
07/08/2019,1507.3,2880.5,1.2143,3301
08/08/2019,1497.7,2940,1.2133,3358
09/08/2019,1496.6,2919.75,1.2033,3323
12/08/2019,1505.3,2880.25,1.2076,3325
13/08/2019,1502.2,2932,1.206,3359
14/08/2019,1515.9,2840.75,1.206,3281
15/08/2019,1519.6,2848.5,1.2088,3281
16/08/2019,1512.5,2891.5,1.2149,3325
19/08/2019,1500.4,2923.75,1.2126,3367
20/08/2019,1504.6,2898.25,1.217,3346
21/08/2019,1504.6,2929.25,1.213,3389
22/08/2019,1497.3,2922.25,1.2251,3366
23/08/2019,1526.6,2855.5,1.2266,3340
26/08/2019,1526.3,2883.25,1.2217,3347
27/08/2019,1541,2865.5,1.229,3361
28/08/2019,1537.8,2889.75,1.2212,3366
29/08/2019,1530.5,2926.75,1.2181,3411
30/08/2019,1523,2924.75,1.2156,3419
02/09/2019,1523,2924.75,1.2066,3430
03/09/2019,1549.6,2906,1.2081,3414
04/09/2019,1554,2938.5,1.2253,3449
05/09/2019,1519,2972,1.2334,3482
06/09/2019,1509,2980.75,1.2283,3491
09/09/2019,1504.5,2978.25,1.2346,3493
10/09/2019,1492.7,2978.5,1.235,3499
11/09/2019,1496.6,3002,1.2326,3513
12/09/2019,1500.8,3011.75,1.2335,3541
13/09/2019,1492.9,3006.5,1.2501,3554
16/09/2019,1504.8,2999,1.2431,3526
17/09/2019,1506.9,3005.5,1.25,3522
18/09/2019,1509.1,3006.25,1.2472,3533
19/09/2019,1499.5,3006,1.2526,3552
20/09/2019,1508,3013.61,1.2478,3565.17
23/09/2019,1524,2997,1.2429,3524
24/09/2019,1532.6,2970.25,1.2487,3518
25/09/2019,1505.1,2986.25,1.2353,3493
26/09/2019,1507.9,2980.5,1.2328,3517
27/09/2019,1499.1,2963.75,1.2292,3530
30/09/2019,1465.7,2978.5,1.2289,3555
01/10/2019,1482,2937.75,1.2302,3512
02/10/2019,1501,2880.5,1.2303,3408
03/10/2019,1507.1,2911.75,1.2332,3406
04/10/2019,1506.2,2951,1.2331,3428
07/10/2019,1497.7,2937.5,1.2293,3455
08/10/2019,1497.2,2892.5,1.2219,3425
09/10/2019,1506.1,2919,1.2206,3447
10/10/2019,1494.8,2941,1.2443,3485
11/10/2019,1482.7,2970.75,1.2668,3556
14/10/2019,1491.7,2965.5,1.2608,3544
15/10/2019,1477.6,2997.75,1.2787,3592
16/10/2019,1488,2991.5,1.2832,3593
17/10/2019,1492.3,2998,1.2891,3588
18/10/2019,1488.2,2988.25,1.2984,3572
21/10/2019,1482.4,3006.5,1.296,3592
22/10/2019,1481.7,2994.5,1.2872,3593
23/10/2019,1489.9,3005.75,1.2912,3598
24/10/2019,1498.9,3004.25,1.2851,3611
25/10/2019,1499.5,3020.25,1.2827,3614
28/10/2019,1490,3036.25,1.2863,3621
29/10/2019,1487,3035.75,1.2862,3611
30/10/2019,1496.7,3047.75,1.2902,3610
31/10/2019,1514.8,3035.75,1.2942,3609
01/11/2019,1511.4,3063.25,1.2946,3614
04/11/2019,1511.1,3075.75,1.2884,3657
05/11/2019,1483.7,3072,1.2884,3669
06/11/2019,1493.1,3075.5,1.2855,3679
07/11/2019,1466.4,3086,1.2817,3697
08/11/2019,1462.9,3090.5,1.2774,3689
11/11/2019,1457.1,3087.5,1.2855,3694
12/11/2019,1453.7,3092,1.2845,3711
13/11/2019,1463.3,3095.5,1.2851,3693
14/11/2019,1473.4,3097,1.2882,3684
15/11/2019,1468.5,3118.25,1.2897,3704
